id,vocalized,unvocalized,wordtype,root,wazn,category,gender,feminin,masculin,broken_plural,feminable,masculin_plural,feminin_plural,mamnou3_sarf,relative,plural_tanwin_nasb
1182,رَاتِبٌ,راتب,فاعل:,رتب,,فاعل,مذكر,,,رَوَاتِبُ,0,0,0,0,0,
1183,مُتَرَتِّبٌ,مترتب,فاعل:,رتب,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1184,رَاتِعٌ,راتع,فاعل:,رتع,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1185,مُرَتِّلٌ,مرتل,فاعل:,رتل,,فاعل,مذكر,,,,1,1,1,0,0,
1186,رَاثِمٌ,راثم,فاعل:,رثم,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1187,رَاجِبٌ,راجب,فاعل:,رجب,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1188,مُرْتَجٌّ,مرتج,فاعل:,رجج,,فاعل,مذكر,,,,1,1,1,0,0,
1189,مُتَأَرْجِحٌ,متأرجح,فاعل:,رجح,,فاعل,مذكر,,,,1,1,1,0,0,
1190,مُرَجِّحٌ,مرجح,فاعل:,رجح,,فاعل,مذكر,,,,1,1,1,0,0,
1191,رَاجِحٌ,راجح,فاعل:,رجح,,فاعل,مذكر,,,,1,1,1,0,0,
1192,مُتَرَجِّحٌ,مترجح,فاعل:,رجح,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1193,رَاجِزٌ,راجز,فاعل:,رجز,,فاعل,مذكر,,,رُجَّازٌ,1,1,1,0,0,
1194,رَاجِعٌ,راجع,فاعل:,رجع,,فاعل,مذكر,,,,1,1,1,0,0,
1195,مُتَرَاجِعٌ,متراجع,فاعل:,رجع,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1196,مُرَاجِعٌ,مراجع,فاعل:,رجع,مُفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1197,مُرْجِعٌ,مرجع,فاعل:,رجع,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1198,مُسْتَرْجِعٌ,مسترجع,فاعل:,رجع,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1199,رَاجِفٌ,راجف,فاعل:,رجف,,فاعل,مذكر,,,رَوَاجِفُ,1,1,1,0,0,
1200,مُتَرَجِّفٌ,مترجف,فاعل:,رجف,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1201,مُرْتَجِفٌ,مرتجف,فاعل:,رجف,مُفْتَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1202,مُرْتَجِلٌ,مرتجل,فاعل:,رجل,,فاعل,مذكر,,,,1,1,1,0,0,
1203,رَاجِلٌ,راجل,فاعل:,رجل,,فاعل,مذكر,,,رُجَّالٌ;رَجَّالَةٌ,1,1,1,0,0,
1204,مُتَرَجِّلٌ,مترجل,فاعل:,رجل,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1205,رَاجِمٌ,راجم,فاعل:,رجم,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1206,مُرَجِّمٌ,مرجم,فاعل:,رجم,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1207,رَاجِنٌ,راجن,فاعل:,رجن,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1208,رَاجِي,راجي,فاعل:,رجو,,فاعل,مذكر,,,,1,1,1,0,0,
1209,مُرْحِبٌ,مرحب,فاعل:,رحب,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1210,رَاحِلٌ,راحل,فاعل:,رحل,,فاعل,مذكر,,,رُحَّلٌ;رُحَّالٌ,1,1,1,0,0,
1211,مُرْتَحِلٌ,مرتحل,فاعل:,رحل,مُفْتَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1212,رَاحِمٌ,راحم,فاعل:,رحم,,فاعل,مذكر,,,,1,1,1,0,0,
1213,مُتَرَاحِمٌ,متراحم,فاعل:,رحم,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1214,مُتَرَحِّمٌ,مترحم,فاعل:,رحم,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1215,مُسْتَرْخِصٌ,مسترخص,فاعل:,رخص,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1216,رَاخِفٌ,راخف,فاعل:,رخف,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1217,رَاخِمٌ,راخم,فاعل:,رخم,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1218,مُرْخِمٌ,مرخم,فاعل:,رخم,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1219,مُتَرَاخِي,متراخي,فاعل:,رخو,,فاعل,مذكر,,,,1,1,1,0,0,
1220,رَاخِي,راخي,فاعل:,رخو,,فاعل,مذكر,,,,1,0,1,0,0,
1221,مُسْتَرِدٌّ,مسترد,فاعل:,رد,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1222,رَادِحٌ,رادح,فاعل:,ردح,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1223,مُرْتَدٌّ,مرتد,فاعل:,ردد,,فاعل,مذكر,,,,1,1,1,0,0,
1224,مُتَرَدِّدٌ,متردد,فاعل:,ردد,,فاعل,مذكر,,,,1,1,1,0,0,
1225,مُرَدِّدٌ,مردد,فاعل:,ردد,,فاعل,مذكر,,,,1,1,1,0,0,
1226,رَادِعٌ,رادع,فاعل:,ردع,,فاعل,مذكر,,,رَوَادِعُ,1,1,1,0,0,
1227,مُرْتَدِعٌ,مرتدع,فاعل:,ردع,مُفْتَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1228,مُرَدِّعٌ,مردع,فاعل:,ردع,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1229,مُتَرَادِفٌ,مترادف,فاعل:,ردف,,فاعل,مذكر,,,,1,1,1,0,0,
1230,مُرَادِفٌ,مرادف,فاعل:,ردف,,فاعل,مذكر,,,,1,1,1,0,0,
1231,رَادِفٌ,رادف,فاعل:,ردف,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1232,مُرْدِفٌ,مردف,فاعل:,ردف,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1233,رَادِمٌ,رادم,فاعل:,ردم,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1234,رَاذِلٌ,راذل,فاعل:,رذل,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1235,رَازِحٌ,رازح,فاعل:,رزح,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1236,مُرْتَزِقٌ,مرتزق,فاعل:,رزق,,فاعل,مذكر,,,,1,1,1,0,0,
1237,رَازِقٌ,رازق,فاعل:,رزق,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1238,مُسْتَرْزِقٌ,مسترزق,فاعل:,رزق,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1239,رَازِمٌ,رازم,فاعل:,رزم,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1240,رَازِنٌ,رازن,فاعل:,رزن,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1241,مُتَرَزِّنٌ,مترزن,فاعل:,رزن,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1242,مُتَرَسِّبٌ,مترسب,فاعل:,رسب,,فاعل,مذكر,,,,1,0,1,0,0,
1243,رَاسِبٌ,راسب,فاعل:,رسب,,فاعل,مذكر,,,رَوَاسِبُ,1,1,1,0,0,
1244,مُرْسِبٌ,مرسب,فاعل:,رسب,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1245,رَاسِخٌ,راسخ,فاعل:,رسخ,,فاعل,مذكر,,,,1,1,1,0,0,
1246,مُتَرَسِّخٌ,مترسخ,فاعل:,رسخ,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1247,مُرْسِخٌ,مرسخ,فاعل:,رسخ,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1248,رَاسِفٌ,راسف,فاعل:,رسف,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1249,مُرْسِلٌ,مرسل,فاعل:,رسل,,فاعل,مذكر,,,,1,1,1,0,0,
1250,مُسْتَرْسِلٌ,مسترسل,فاعل:,رسل,,فاعل,مذكر,,,,1,1,1,0,0,
1251,مُرَاسِلٌ,مراسل,فاعل:,رسل,,فاعل,مذكر,,,,1,1,1,0,0,
1252,مُتَرَاسِلٌ,متراسل,فاعل:,رسل,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1253,مُتَرَسِّلٌ,مترسل,فاعل:,رسل,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
1254,رَاسِمٌ,راسم,فاعل:,رسم,,فاعل,مذكر,,,رُسَّامٌ,1,1,1,0,0,
